102051 silly lifecycle grunt-newer@0.7.0~preinstall: no script for preinstall, continuing
107925 silly build postcss@0.3.5
107926 info linkStuff postcss@0.3.5
107927 silly linkStuff postcss@0.3.5 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
107928 verbose linkBins postcss@0.3.5
107929 verbose linkMans postcss@0.3.5
107930 silly build autoprefixer@1.3.1
107931 info linkStuff autoprefixer@1.3.1
107932 silly linkStuff autoprefixer@1.3.1 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
107933 verbose linkBins autoprefixer@1.3.1
107934 verbose link bins [ { autoprefixer: './bin/autoprefixer' },
107934 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/.bin',
107934 verbose link bins   false ]
107935 verbose linkMans autoprefixer@1.3.1
107936 silly gentlyRm /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/autoprefixer is being purged
107937 verbose gentlyRm don't care about contents; nuking /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/autoprefixer
107938 silly build grunt-autoprefixer@0.7.6
107939 info linkStuff grunt-autoprefixer@0.7.6
107940 silly linkStuff grunt-autoprefixer@0.7.6 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
107941 verbose linkBins grunt-autoprefixer@0.7.6
107942 verbose linkMans grunt-autoprefixer@0.7.6
107943 silly build less@1.7.5
107944 info linkStuff less@1.7.5
107945 silly linkStuff less@1.7.5 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
107946 verbose linkBins less@1.7.5
107947 verbose link bins [ { lessc: './bin/lessc' },
107947 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/.bin',
107947 verbose link bins   false ]
107948 verbose linkMans less@1.7.5
107949 silly gentlyRm /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/lessc is being purged
107950 verbose gentlyRm don't care about contents; nuking /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/lessc
107951 silly build source-map@0.1.32
107952 info linkStuff source-map@0.1.32
107953 silly linkStuff source-map@0.1.32 has /media/ram/Main Drive/hackathon-revamped/node_modules/source-map-support/node_modules as its parent node_modules
107954 verbose linkBins source-map@0.1.32
107955 verbose linkMans source-map@0.1.32
107956 silly build source-map-support@0.2.10
107957 info linkStuff source-map-support@0.2.10
107958 silly linkStuff source-map-support@0.2.10 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
107959 verbose linkBins source-map-support@0.2.10
107960 verbose linkMans source-map-support@0.2.10
107961 silly build split@0.3.3
107962 info linkStuff split@0.3.3
107963 silly linkStuff split@0.3.3 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
107964 verbose linkBins split@0.3.3
107965 verbose linkMans split@0.3.3
107966 silly build sprintf-js@1.0.3
107967 info linkStuff sprintf-js@1.0.3
107968 silly linkStuff sprintf-js@1.0.3 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
107969 verbose linkBins sprintf-js@1.0.3
107970 verbose linkMans sprintf-js@1.0.3
107971 silly build argparse@1.0.7
107972 info linkStuff argparse@1.0.7
107973 silly linkStuff argparse@1.0.7 has /media/ram/Main Drive/hackathon-revamped/node_modules/nodemon/node_modules as its parent node_modules
107974 verbose linkBins argparse@1.0.7
107975 verbose linkMans argparse@1.0.7
107976 silly build js-yaml@3.6.1
107977 info linkStuff js-yaml@3.6.1
107978 silly linkStuff js-yaml@3.6.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/nodemon/node_modules as its parent node_modules
107979 verbose linkBins js-yaml@3.6.1
107980 verbose link bins [ { 'js-yaml': 'bin/js-yaml.js' },
107980 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/nodemon/node_modules/.bin',
107980 verbose link bins   false ]
107981 verbose linkMans js-yaml@3.6.1
107982 silly gentlyRm /media/ram/Main Drive/hackathon-revamped/node_modules/nodemon/node_modules/.bin/js-yaml is being purged
107983 verbose gentlyRm don't care about contents; nuking /media/ram/Main Drive/hackathon-revamped/node_modules/nodemon/node_modules/.bin/js-yaml
107984 silly build configstore@0.3.2
107985 info linkStuff configstore@0.3.2
107986 silly linkStuff configstore@0.3.2 has /media/ram/Main Drive/hackathon-revamped/node_modules/nodemon/node_modules as its parent node_modules
107987 verbose linkBins configstore@0.3.2
107988 verbose linkMans configstore@0.3.2
107989 silly build update-notifier@0.1.10
107990 info linkStuff update-notifier@0.1.10
107991 silly linkStuff update-notifier@0.1.10 has /media/ram/Main Drive/hackathon-revamped/node_modules/nodemon/node_modules as its parent node_modules
107992 verbose linkBins update-notifier@0.1.10
107993 verbose linkMans update-notifier@0.1.10
107994 silly build argparse@1.0.7
107995 info linkStuff argparse@1.0.7
107996 silly linkStuff argparse@1.0.7 has /media/ram/Main Drive/hackathon-revamped/node_modules/google-cdn/node_modules as its parent node_modules
107997 verbose linkBins argparse@1.0.7
107998 verbose linkMans argparse@1.0.7
107999 silly build js-yaml@3.6.1
108000 info linkStuff js-yaml@3.6.1
108001 silly linkStuff js-yaml@3.6.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/google-cdn/node_modules as its parent node_modules
108002 verbose linkBins js-yaml@3.6.1
108003 verbose link bins [ { 'js-yaml': 'bin/js-yaml.js' },
108003 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/google-cdn/node_modules/.bin',
108003 verbose link bins   false ]
108004 verbose linkMans js-yaml@3.6.1
108005 silly gentlyRm /media/ram/Main Drive/hackathon-revamped/node_modules/google-cdn/node_modules/.bin/js-yaml is being purged
108006 verbose gentlyRm don't care about contents; nuking /media/ram/Main Drive/hackathon-revamped/node_modules/google-cdn/node_modules/.bin/js-yaml
108007 silly build configstore@0.3.2
108008 info linkStuff configstore@0.3.2
108009 silly linkStuff configstore@0.3.2 has /media/ram/Main Drive/hackathon-revamped/node_modules/google-cdn/node_modules as its parent node_modules
108010 verbose linkBins configstore@0.3.2
108011 verbose linkMans configstore@0.3.2
108012 silly build update-notifier@0.2.0
108013 info linkStuff update-notifier@0.2.0
108014 silly linkStuff update-notifier@0.2.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/google-cdn/node_modules as its parent node_modules
108015 verbose linkBins update-notifier@0.2.0
108016 verbose linkMans update-notifier@0.2.0
108017 silly build stable@0.1.5
108018 info linkStuff stable@0.1.5
108019 silly linkStuff stable@0.1.5 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108020 verbose linkBins stable@0.1.5
108021 verbose linkMans stable@0.1.5
108022 silly build alter@0.2.0
108023 info linkStuff alter@0.2.0
108024 silly linkStuff alter@0.2.0 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108025 verbose linkBins alter@0.2.0
108026 verbose linkMans alter@0.2.0
108027 silly build stat-mode@0.2.2
108028 info linkStuff stat-mode@0.2.2
108029 silly linkStuff stat-mode@0.2.2 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108030 verbose linkBins stat-mode@0.2.2
108031 verbose linkMans stat-mode@0.2.2
108032 silly build statuses@1.3.0
108033 info linkStuff statuses@1.3.0
108034 silly linkStuff statuses@1.3.0 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108035 verbose linkBins statuses@1.3.0
108036 verbose linkMans statuses@1.3.0
108037 silly build http-errors@1.3.1
108038 info linkStuff http-errors@1.3.1
108039 silly linkStuff http-errors@1.3.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/serve-index/node_modules as its parent node_modules
108040 verbose linkBins http-errors@1.3.1
108041 verbose linkMans http-errors@1.3.1
108042 silly build serve-index@1.7.3
108043 info linkStuff serve-index@1.7.3
108044 silly linkStuff serve-index@1.7.3 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108045 verbose linkBins serve-index@1.7.3
108046 verbose linkMans serve-index@1.7.3
108047 silly build http-errors@1.5.0
108048 info linkStuff http-errors@1.5.0
108049 silly linkStuff http-errors@1.5.0 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108050 verbose linkBins http-errors@1.5.0
108051 verbose linkMans http-errors@1.5.0
108052 silly build send@0.14.1
108053 info linkStuff send@0.14.1
108054 silly linkStuff send@0.14.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/node-inspector/node_modules as its parent node_modules
108055 verbose linkBins send@0.14.1
108056 verbose linkMans send@0.14.1
108057 silly build serve-static@1.11.1
108058 info linkStuff serve-static@1.11.1
108059 silly linkStuff serve-static@1.11.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/node-inspector/node_modules as its parent node_modules
108060 verbose linkBins serve-static@1.11.1
108061 verbose linkMans serve-static@1.11.1
108062 silly build http-errors@1.3.1
108063 info linkStuff http-errors@1.3.1
108064 silly linkStuff http-errors@1.3.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/csurf/node_modules as its parent node_modules
108065 verbose linkBins http-errors@1.3.1
108066 verbose linkMans http-errors@1.3.1
108067 silly build http-errors@1.3.1
108068 info linkStuff http-errors@1.3.1
108069 silly linkStuff http-errors@1.3.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
108070 verbose linkBins http-errors@1.3.1
108071 verbose linkMans http-errors@1.3.1
108072 silly build send@0.13.2
108073 info linkStuff send@0.13.2
108074 silly linkStuff send@0.13.2 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
108075 verbose linkBins send@0.13.2
108076 verbose linkMans send@0.13.2
108077 silly build serve-static@1.10.3
108078 info linkStuff serve-static@1.10.3
108079 silly linkStuff serve-static@1.10.3 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect/node_modules as its parent node_modules
108080 verbose linkBins serve-static@1.10.3
108081 verbose linkMans serve-static@1.10.3
108082 silly build http-errors@1.3.1
108083 info linkStuff http-errors@1.3.1
108084 silly linkStuff http-errors@1.3.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/connect-timeout/node_modules as its parent node_modules
108085 verbose linkBins http-errors@1.3.1
108086 verbose linkMans http-errors@1.3.1
108087 silly build connect-timeout@1.6.2
108088 info linkStuff connect-timeout@1.6.2
108089 silly linkStuff connect-timeout@1.6.2 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108090 verbose linkBins connect-timeout@1.6.2
108091 verbose linkMans connect-timeout@1.6.2
108092 silly build stream-combiner@0.0.4
108093 info linkStuff stream-combiner@0.0.4
108094 silly linkStuff stream-combiner@0.0.4 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108095 verbose linkBins stream-combiner@0.0.4
108096 verbose linkMans stream-combiner@0.0.4
108097 silly build isarray@0.0.1
108098 info linkStuff isarray@0.0.1
108099 silly linkStuff isarray@0.0.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/stream-counter/node_modules as its parent node_modules
108100 verbose linkBins isarray@0.0.1
108101 verbose linkMans isarray@0.0.1
108102 silly build readable-stream@1.1.14
108103 info linkStuff readable-stream@1.1.14
108104 silly linkStuff readable-stream@1.1.14 has /media/ram/Main Drive/hackathon-revamped/node_modules/stream-counter/node_modules as its parent node_modules
108105 verbose linkBins readable-stream@1.1.14
108106 verbose linkMans readable-stream@1.1.14
108107 silly build stream-counter@0.2.0
108108 info linkStuff stream-counter@0.2.0
108109 silly linkStuff stream-counter@0.2.0 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108110 verbose linkBins stream-counter@0.2.0
108111 verbose linkMans stream-counter@0.2.0
108112 silly build multiparty@3.3.2
108113 info linkStuff multiparty@3.3.2
108114 silly linkStuff multiparty@3.3.2 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108115 verbose linkBins multiparty@3.3.2
108116 verbose linkMans multiparty@3.3.2
108117 silly build streamsearch@0.1.2
108118 info linkStuff streamsearch@0.1.2
108119 silly linkStuff streamsearch@0.1.2 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108120 verbose linkBins streamsearch@0.1.2
108121 verbose linkMans streamsearch@0.1.2
108122 silly build dicer@0.2.5
108123 info linkStuff dicer@0.2.5
108124 silly linkStuff dicer@0.2.5 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108125 verbose linkBins dicer@0.2.5
108126 verbose linkMans dicer@0.2.5
108127 silly build busboy@0.2.13
108128 info linkStuff busboy@0.2.13
108129 silly linkStuff busboy@0.2.13 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108130 verbose linkBins busboy@0.2.13
108131 verbose linkMans busboy@0.2.13
108132 silly build stringify-object@1.0.1
108133 info linkStuff stringify-object@1.0.1
108134 silly linkStuff stringify-object@1.0.1 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108135 verbose linkBins stringify-object@1.0.1
108136 verbose linkMans stringify-object@1.0.1
108137 silly build stringmap@0.2.2
108138 info linkStuff stringmap@0.2.2
108139 silly linkStuff stringmap@0.2.2 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108140 verbose linkBins stringmap@0.2.2
108141 verbose linkMans stringmap@0.2.2
108142 silly build stringset@0.2.1
108143 info linkStuff stringset@0.2.1
108144 silly linkStuff stringset@0.2.1 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108145 verbose linkBins stringset@0.2.1
108146 verbose linkMans stringset@0.2.1
108147 silly build debug@0.7.4
108148 info linkStuff debug@0.7.4
108149 silly linkStuff debug@0.7.4 has /media/ram/Main Drive/hackathon-revamped/node_modules/superagent/node_modules as its parent node_modules
108150 verbose linkBins debug@0.7.4
108151 verbose linkMans debug@0.7.4
108152 silly build extend@1.2.1
108153 info linkStuff extend@1.2.1
108154 silly linkStuff extend@1.2.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/superagent/node_modules as its parent node_modules
108155 verbose linkBins extend@1.2.1
108156 verbose linkMans extend@1.2.1
108157 silly build methods@0.0.1
108158 info linkStuff methods@0.0.1
108159 silly linkStuff methods@0.0.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/superagent/node_modules as its parent node_modules
108160 verbose linkBins methods@0.0.1
108161 verbose linkMans methods@0.0.1
108162 silly build mime@1.2.5
108163 info linkStuff mime@1.2.5
108164 silly linkStuff mime@1.2.5 has /media/ram/Main Drive/hackathon-revamped/node_modules/superagent/node_modules as its parent node_modules
108165 verbose linkBins mime@1.2.5
108166 verbose linkMans mime@1.2.5
108167 silly build qs@0.6.5
108168 info linkStuff qs@0.6.5
108169 silly linkStuff qs@0.6.5 has /media/ram/Main Drive/hackathon-revamped/node_modules/superagent/node_modules as its parent node_modules
108170 verbose linkBins qs@0.6.5
108171 verbose linkMans qs@0.6.5
108172 silly build superagent@0.17.0
108173 info linkStuff superagent@0.17.0
108174 silly linkStuff superagent@0.17.0 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108175 verbose linkBins superagent@0.17.0
108176 verbose linkMans superagent@0.17.0
108177 silly build supertest@0.11.0
108178 info linkStuff supertest@0.11.0
108179 silly linkStuff supertest@0.11.0 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108180 verbose linkBins supertest@0.11.0
108181 verbose linkMans supertest@0.11.0
108182 silly build js-yaml@2.1.3
108183 info linkStuff js-yaml@2.1.3
108184 silly linkStuff js-yaml@2.1.3 has /media/ram/Main Drive/hackathon-revamped/node_modules/svgo/node_modules as its parent node_modules
108185 verbose linkBins js-yaml@2.1.3
108186 verbose link bins [ { 'js-yaml': 'bin/js-yaml.js' },
108186 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/svgo/node_modules/.bin',
108186 verbose link bins   false ]
108187 verbose linkMans js-yaml@2.1.3
108188 silly gentlyRm /media/ram/Main Drive/hackathon-revamped/node_modules/svgo/node_modules/.bin/js-yaml is being purged
108189 verbose gentlyRm don't care about contents; nuking /media/ram/Main Drive/hackathon-revamped/node_modules/svgo/node_modules/.bin/js-yaml
108190 silly build tape@0.2.2
108191 info linkStuff tape@0.2.2
108192 silly linkStuff tape@0.2.2 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108193 verbose linkBins tape@0.2.2
108194 verbose link bins [ {},
108194 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/.bin',
108194 verbose link bins   false ]
108195 verbose linkMans tape@0.2.2
108196 silly build tar@0.1.20
108197 info linkStuff tar@0.1.20
108198 silly linkStuff tar@0.1.20 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108199 verbose linkBins tar@0.1.20
108200 verbose linkMans tar@0.1.20
108201 silly build debug@2.2.0
108202 info linkStuff debug@2.2.0
108203 silly linkStuff debug@2.2.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/tar-pack/node_modules as its parent node_modules
108204 verbose linkBins debug@2.2.0
108205 verbose linkMans debug@2.2.0
108206 silly build graceful-fs@4.1.6
108207 info linkStuff graceful-fs@4.1.6
108208 silly linkStuff graceful-fs@4.1.6 has /media/ram/Main Drive/hackathon-revamped/node_modules/tar-pack/node_modules as its parent node_modules
108209 verbose linkBins graceful-fs@4.1.6
108210 verbose linkMans graceful-fs@4.1.6
108211 silly build minimatch@3.0.3
108212 info linkStuff minimatch@3.0.3
108213 silly linkStuff minimatch@3.0.3 has /media/ram/Main Drive/hackathon-revamped/node_modules/tar-pack/node_modules as its parent node_modules
108214 verbose linkBins minimatch@3.0.3
108215 verbose linkMans minimatch@3.0.3
108216 silly build once@1.3.3
108217 info linkStuff once@1.3.3
108218 silly linkStuff once@1.3.3 has /media/ram/Main Drive/hackathon-revamped/node_modules/tar-pack/node_modules as its parent node_modules
108219 verbose linkBins once@1.3.3
108220 verbose linkMans once@1.3.3
108221 silly build glob@7.1.0
108222 info linkStuff glob@7.1.0
108223 silly linkStuff glob@7.1.0 has /media/ram/Main Drive/hackathon-revamped/node_modules/tar-pack/node_modules as its parent node_modules
108224 verbose linkBins glob@7.1.0
108225 verbose linkMans glob@7.1.0
108226 silly build rimraf@2.5.4
108227 info linkStuff rimraf@2.5.4
108228 silly linkStuff rimraf@2.5.4 has /media/ram/Main Drive/hackathon-revamped/node_modules/tar-pack/node_modules as its parent node_modules
108229 verbose linkBins rimraf@2.5.4
108230 verbose link bins [ { rimraf: './bin.js' },
108230 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/tar-pack/node_modules/.bin',
108230 verbose link bins   false ]
108231 verbose linkMans rimraf@2.5.4
108232 silly gentlyRm /media/ram/Main Drive/hackathon-revamped/node_modules/tar-pack/node_modules/.bin/rimraf is being purged
108233 verbose gentlyRm don't care about contents; nuking /media/ram/Main Drive/hackathon-revamped/node_modules/tar-pack/node_modules/.bin/rimraf
108234 silly build fstream@1.0.10
108235 info linkStuff fstream@1.0.10
108236 silly linkStuff fstream@1.0.10 has /media/ram/Main Drive/hackathon-revamped/node_modules/tar-pack/node_modules as its parent node_modules
108237 verbose linkBins fstream@1.0.10
108238 verbose linkMans fstream@1.0.10
108239 silly build tar@2.2.1
108240 info linkStuff tar@2.2.1
108241 silly linkStuff tar@2.2.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/tar-pack/node_modules as its parent node_modules
108242 verbose linkBins tar@2.2.1
108243 verbose linkMans tar@2.2.1
108244 silly build uid-number@0.0.6
108245 info linkStuff uid-number@0.0.6
108246 silly linkStuff uid-number@0.0.6 has /media/ram/Main Drive/hackathon-revamped/node_modules/tar-pack/node_modules as its parent node_modules
108247 verbose linkBins uid-number@0.0.6
108248 verbose linkMans uid-number@0.0.6
108249 silly build tar-pack@3.1.4
108250 info linkStuff tar-pack@3.1.4
108251 silly linkStuff tar-pack@3.1.4 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108252 verbose linkBins tar-pack@3.1.4
108253 verbose linkMans tar-pack@3.1.4
108254 silly build isarray@0.0.1
108255 info linkStuff isarray@0.0.1
108256 silly linkStuff isarray@0.0.1 has /media/ram/Main Drive/hackathon-revamped/node_modules/tar-stream/node_modules as its parent node_modules
108257 verbose linkBins isarray@0.0.1
108258 verbose linkMans isarray@0.0.1
108259 silly build readable-stream@1.0.34
108260 info linkStuff readable-stream@1.0.34
108261 silly linkStuff readable-stream@1.0.34 has /media/ram/Main Drive/hackathon-revamped/node_modules/tar-stream/node_modules/bl/node_modules as its parent node_modules
108262 verbose linkBins readable-stream@1.0.34
108263 verbose linkMans readable-stream@1.0.34
108264 silly build bl@0.9.5
108265 info linkStuff bl@0.9.5
108266 silly linkStuff bl@0.9.5 has /media/ram/Main Drive/hackathon-revamped/node_modules/tar-stream/node_modules as its parent node_modules
108267 verbose linkBins bl@0.9.5
108268 verbose linkMans bl@0.9.5
108269 silly build readable-stream@1.1.14
108270 info linkStuff readable-stream@1.1.14
108271 silly linkStuff readable-stream@1.1.14 has /media/ram/Main Drive/hackathon-revamped/node_modules/tar-stream/node_modules as its parent node_modules
108272 verbose linkBins readable-stream@1.1.14
108273 verbose linkMans readable-stream@1.1.14
108274 silly build tar-stream@0.4.7
108275 info linkStuff tar-stream@0.4.7
108276 silly linkStuff tar-stream@0.4.7 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108277 verbose linkBins tar-stream@0.4.7
108278 verbose linkMans tar-stream@0.4.7
108279 silly build tar-fs@0.5.2
108280 info linkStuff tar-fs@0.5.2
108281 silly linkStuff tar-fs@0.5.2 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108282 verbose linkBins tar-fs@0.5.2
108283 verbose linkMans tar-fs@0.5.2
108284 silly build uuid@1.4.2
108285 info linkStuff uuid@1.4.2
108286 silly linkStuff uuid@1.4.2 has /media/ram/Main Drive/hackathon-revamped/node_modules/tempfile/node_modules as its parent node_modules
108287 verbose linkBins uuid@1.4.2
108288 verbose linkMans uuid@1.4.2
108289 silly build tempfile@0.1.3
108290 info linkStuff tempfile@0.1.3
108291 silly linkStuff tempfile@0.1.3 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108292 verbose linkBins tempfile@0.1.3
108293 verbose linkMans tempfile@0.1.3
108294 silly build exec-buffer@0.1.1
108295 info linkStuff exec-buffer@0.1.1
108296 silly linkStuff exec-buffer@0.1.1 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108297 verbose linkBins exec-buffer@0.1.1
108298 verbose linkMans exec-buffer@0.1.1
108299 silly build decompress@0.2.5
108300 info linkStuff decompress@0.2.5
108301 silly linkStuff decompress@0.2.5 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108302 verbose linkBins decompress@0.2.5
108303 verbose link bins [ { decompress: 'cli.js' },
108303 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/.bin',
108303 verbose link bins   false ]
108304 verbose linkMans decompress@0.2.5
108305 silly gentlyRm /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/decompress is being purged
108306 verbose gentlyRm don't care about contents; nuking /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/decompress
108307 silly build download@0.1.19
108308 info linkStuff download@0.1.19
108309 silly linkStuff download@0.1.19 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108310 verbose linkBins download@0.1.19
108311 verbose link bins [ { download: 'cli.js' },
108311 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/.bin',
108311 verbose link bins   false ]
108312 verbose linkMans download@0.1.19
108313 silly gentlyRm /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/download is being purged
108314 verbose gentlyRm don't care about contents; nuking /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/download
108315 silly build bin-wrapper@0.3.4
108316 info linkStuff bin-wrapper@0.3.4
108317 silly linkStuff bin-wrapper@0.3.4 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108318 verbose linkBins bin-wrapper@0.3.4
108319 verbose linkMans bin-wrapper@0.3.4
108320 silly build bin-build@0.1.1
108321 info linkStuff bin-build@0.1.1
108322 silly linkStuff bin-build@0.1.1 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108323 verbose linkBins bin-build@0.1.1
108324 verbose linkMans bin-build@0.1.1
108325 silly build pngquant-bin@0.3.5
108326 info linkStuff pngquant-bin@0.3.5
108327 silly linkStuff pngquant-bin@0.3.5 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108328 verbose linkBins pngquant-bin@0.3.5
108329 verbose link bins [ { pngquant: 'cli.js' },
108329 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/.bin',
108329 verbose link bins   false ]
108330 verbose linkMans pngquant-bin@0.3.5
108331 silly gentlyRm /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/pngquant is being purged
108332 verbose gentlyRm don't care about contents; nuking /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/pngquant
108333 silly build imagemin-pngquant@0.1.3
108334 info linkStuff imagemin-pngquant@0.1.3
108335 silly linkStuff imagemin-pngquant@0.1.3 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108336 verbose linkBins imagemin-pngquant@0.1.3
108337 verbose linkMans imagemin-pngquant@0.1.3
108338 silly build optipng-bin@0.3.11
108339 info linkStuff optipng-bin@0.3.11
108340 silly linkStuff optipng-bin@0.3.11 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108341 verbose linkBins optipng-bin@0.3.11
108342 verbose link bins [ { optipng: 'cli.js' },
108342 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/.bin',
108342 verbose link bins   false ]
108343 verbose linkMans optipng-bin@0.3.11
108344 silly gentlyRm /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/optipng is being purged
108345 verbose gentlyRm don't care about contents; nuking /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/optipng
108346 silly build imagemin-optipng@0.1.0
108347 info linkStuff imagemin-optipng@0.1.0
108348 silly linkStuff imagemin-optipng@0.1.0 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108349 verbose linkBins imagemin-optipng@0.1.0
108350 verbose linkMans imagemin-optipng@0.1.0
108351 silly build jpegtran-bin@0.2.8
108352 info linkStuff jpegtran-bin@0.2.8
108353 silly linkStuff jpegtran-bin@0.2.8 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108354 verbose linkBins jpegtran-bin@0.2.8
108355 verbose link bins [ { jpegtran: 'cli.js' },
108355 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/.bin',
108355 verbose link bins   false ]
108356 verbose linkMans jpegtran-bin@0.2.8
108357 silly gentlyRm /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/jpegtran is being purged
108358 verbose gentlyRm don't care about contents; nuking /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/jpegtran
108359 silly build imagemin-jpegtran@0.1.0
108360 info linkStuff imagemin-jpegtran@0.1.0
108361 silly linkStuff imagemin-jpegtran@0.1.0 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108362 verbose linkBins imagemin-jpegtran@0.1.0
108363 verbose linkMans imagemin-jpegtran@0.1.0
108364 silly build gifsicle@0.1.7
108365 info linkStuff gifsicle@0.1.7
108366 silly linkStuff gifsicle@0.1.7 has /media/ram/Main Drive/hackathon-revamped/node_modules as its parent node_modules
108367 verbose linkBins gifsicle@0.1.7
108368 verbose link bins [ { gifsicle: 'cli.js' },
108368 verbose link bins   '/media/ram/Main Drive/hackathon-revamped/node_modules/.bin',
108368 verbose link bins   false ]
108369 verbose linkMans gifsicle@0.1.7
108370 silly gentlyRm /media/ram/Main Drive/hackathon-revamped/node_modules/.bin/gifsicle is being purged
